mb_release_title,local_folder_path,local_title,local_track_count,match_status,fix_note
Turning Point,Vigilante/EP/2015 - We Are One,We Are One,9,MISSING_TRACKS,
Turning Point,Vigilante/EP/2018 - Illumination,Illumination,8,MISSING_TRACKS,
Ultimate Waylon Jennings,Waylon Jennings/Compilation/2004 - Ultimate Waylon Jennings,Ultimate Waylon Jennings,21,MISSING_TRACKS,
Ultimate Waylon Jennings,Waylon Jennings/Compilation/2018 - Waylon Jennings,Waylon Jennings,14,MISSING_TRACKS,
Ultralight EP,Parallels/EP/2008 - Ultralight EP,Ultralight EP,6,EXTRA_TRACKS,
Ultralight EP,Parallels/EP/2010 - Ultralight EP (Promo),Ultralight,4,MISSING_TRACKS,
Uma nova paixão,Alcion/Album/2005 - Uma Nova Paixão,Uma Nova Paixão,16,MISSING_TRACKS,
Uma nova paixão,Alcione/Album/2005 - Uma Nova Paixão,Uma nova paixão,16,COMPLETE,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1966 - Um Embalo Com Renato Seus Blue Caps,Um Embalo Com Renato E Seus Blue Caps,12,COMPLETE,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1967 - Renato Seus Blue Caps,Renato e Seus Blue Caps,12,MISSING_TRACKS,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1969 - Renato Seus Blue Caps,Renato e Seus Blue Caps,14,EXTRA_TRACKS,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1970 - Renato Seus Blue Caps,Renato E Seus Blue Caps,12,MISSING_TRACKS,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1971 - Renato Seus Blue Caps,Renato e Seus Blue Caps,14,EXTRA_TRACKS,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1972 - Renato Seus Blue Caps,Renato e Seus Blue Caps;,12,MISSING_TRACKS,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1973 - Renato Seus Blue Caps,Renato e Seus Blue Caps;,12,MISSING_TRACKS,
Um Embalo Com Renato E Seus Blue Caps,Renato e Seus Blue Caps/Album/1974 - Renato Seus Blue Caps,Renato e Seus Blue Caps;,12,MISSING_TRACKS,
Underground 1980-1983,Kraken/Album/1983 - Kraken,LP-Demo 1983,10,MISSING_TRACKS,
Underground 1980-1983,Kraken/Compilation/2010 - Underground 1980-1983 (Compilation),Underground 1980-1983,14,COMPLETE,
Under the Magic Sun,Third World/Album/2014 - Under The Magic Sun,Under the Magic Sun,14,COMPLETE,
Under the Magic Sun,Third World/Live/2014 - Live at the Belly Up,Live at the Belly Up,14,MISSING_TRACKS,
Universal Aromavision,The X/Album/2012 - Universal Aromavision,Universal Aromavision,12,COMPLETE,
Universal Aromavision,The X/Live/2012 - X-Ray Visions (Live in Valencia 2012),X-Ray Visions (Live in Valencia 2012),7,MISSING_TRACKS,
Universal Coolers,Radical Dads/Album/2015 - Universal Coolers,Universal Coolers,10,COMPLETE,
Universal Coolers,Radical Dads/EP/2014 - Cassette Brain (EP),Cassette Brain,4,MISSING_TRACKS,
un | love,Reuben And The Dark/Album/2019 - Un - Love,un | love,11,COMPLETE,
un | love,Reuben And The Dark/EP/2020 - Reuben and the Dark on Audiotree Live,Reuben and the Dark on Audiotree Live,5,MISSING_TRACKS,
Un recueil de La Nomenklatur,Brume/Album/1989 - End Of Symptom Dump - Meosta (with La Nomenklatur),End Of Symptom Dump / Meosta,5,MISSING_TRACKS,
Un recueil de La Nomenklatur,La Nomenklatur/Album/1989 - End Of Symptom Dump - Meosta (with Brume),End Of Symptom Dump / Meosta,5,MISSING_TRACKS,
Un recueil de La Nomenklatur,La Nomenklatur/Album/1996 - Un Recueil De La Nomenklatur,Un recueil de La Nomenklatur,11,COMPLETE,
"Until Then, Goodbye",Lawrence/Album/2008 - Miles (DIAL043) - WEB -,Miles,3,MISSING_TRACKS,
"Until Then, Goodbye",Lawrence/Album/2009 - Sleep And Suffer (MULEELECTRONIC062) - WEB -,"Until Then, Goodbye",4,MISSING_TRACKS,
"Until Then, Goodbye","Lawrence/Album/2009 - Until Then, Goodbye (MULECD017) - CD -","Until Then, Goodbye",13,COMPLETE,
Utopia,The Dirty Youth/Album/2019 - Utopia,Utopia,10,COMPLETE,
Utopia,The Dirty Youth/EP/2017 - Hurricane,Hurricane,4,MISSING_TRACKS,
Vier,Purwien/Album/2020 - Die Liebe Tanzt (Purwien & Kowa),Die Liebe Tanzt,5,MISSING_TRACKS,
Vier,Purwien/Album/2020 - The Passenger (Purwien & Kowa),The Passenger,6,MISSING_TRACKS,
Vier,Purwien/Album/2020 - Vier (Purwien & Kowa),Vier,11,COMPLETE,
Violence Is the Answer!,Destabilizer/Album/2023 - Violence Is The Answer!,Violence Is the Answer!,10,COMPLETE,
Violence Is the Answer!,Destabilizer/EP/2021 - Rampage (EP),Rampage (EP),5,MISSING_TRACKS,
Virtual Addiction,The Black Renegade/Album/2021 - Virtual Addiction,Virtual Addiction,9,COMPLETE,
Virtual Addiction,The Black Renegade/EP/2021 - Izrael FM,Izrael FM,4,MISSING_TRACKS,
"Visions, Vol. 1",Lufthaus/Album/2022 - To The Light,"Visions, Vol. 1",2,MISSING_TRACKS,
"Visions, Vol. 1",Lufthaus/Album/2023 - Ringo,Ringo,2,MISSING_TRACKS,
"Visions, Vol. 1",Lufthaus/Album/2023 - Ringo (Miss Monique Remix),Ringo (Miss Monique Remix),3,MISSING_TRACKS,
"Visions, Vol. 1",Lufthaus/Album/2024 - Sunlight (Rodriguez Jr. Remix),"Visions, Vol. 1",3,MISSING_TRACKS,
Viva El PCP!,Black Leather Jesus/Album/1994 - Viva El PCP!,Viva El PCP!,4,COMPLETE,
Viva El PCP!,Black Leather Jesus/Album/1996 - Birth-Death,Viva El PCP,2,MISSING_TRACKS,
Voyager,Current Joys/Album/2021 - Voyager,Voyager,16,COMPLETE,
Voyager,Current Joys/EP/2022 - Covers From Across the Sea,Covers From Across the Sea,6,MISSING_TRACKS,
Wake Up,Postcards/Album/2014 - Wake Up,Wake Up,8,COMPLETE,
Wake Up,Postcards/EP/2013 - Basement Songs,Basement Songs,5,MISSING_TRACKS,
WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,Jun Sky Walkers/Album/1988 - ひとつ抱きしめて,ひとつ抱きしめて,13,MISSING_TRACKS,
WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,Jun Sky Walkers/Album/1988 - 全部このままで,WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,6,MISSING_TRACKS,
WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,Jun Sky Walkers/Album/1990 - Let's Go Hibari-hills,Space Shower Archive Live9011,5,MISSING_TRACKS,
WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,Jun Sky Walkers/Compilation/2003 - WALK TOWARDS THE FUTURE~JUN SKY WALKER(S) BEST~,WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,14,COMPLETE,
WALK TOWARDS THE FUTURE -JUN SKY WALKER(S) BEST-,Jun Sky Walkers/Compilation/2012 - B(S)T,B(S)T,18,EXTRA_TRACKS,
Watching the Burning Bride,Asmus Tietchens/Album/1986 - Watching The Burning Bride (with Terry Burrows),Watching the Burning Bride,17,COMPLETE,
Watching the Burning Bride,Asmus Tietchens/Album/1996 - Ptomaine,Watching the Burning Bride,49,EXTRA_TRACKS,
Watching the Burning Bride,Asmus Tietchens/Album/1998 - Burning The Watching Bride (with Terry Burrows),Burning The Watching Bride,6,MISSING_TRACKS,
Water Your Garden,Magic City Hippies/Album/2022 - Water Your Garden,Water Your Garden,11,COMPLETE,
Water Your Garden,Magic City Hippies/EP/2022 - Diamond (Bay Ledges Remix),Water Your Garden,2,MISSING_TRACKS,
Water Your Garden,Magic City Hippies/EP/2022 - High Beams (CAPYAC Remix) (feat. Nafets),High Beams (CAPYAC Remix) (feat. Nafets),2,MISSING_TRACKS,
Water Your Garden,Magic City Hippies/EP/2022 - Queen (Cool Company Remix),Queen (Cool Company Remix),2,MISSING_TRACKS,
Water Your Garden,Magic City Hippies/EP/2023 - Ghost On The Mend (veggi remix),Water Your Garden,2,MISSING_TRACKS,
We Are One,Chronos/Album/2014 - We Are One,We Are One,10,COMPLETE,
We Are One,Chronos/EP/2012 - Limits Breaker (EP),Limits Breaker,2,MISSING_TRACKS,
WE LOVE YOU DAVID,Sharko/Album/2022 - WE LOVE YOU DAVID,WE LOVE YOU DAVID,12,COMPLETE,
WE LOVE YOU DAVID,Sharko/EP/2022 - Vintage E.P,Vintage E.P.,3,MISSING_TRACKS,
We Three,We Three/Album/2018 - We Three,We Three,13,COMPLETE,
We Three,We Three/EP/2020 - Our Last Christmas Eve,Our Last Christmas Eve,3,MISSING_TRACKS,
What Did You Expect From The Vaccines?,The Vaccines/Album/2011 - What Did You Expect from the Vaccines,What Did You Expect From The Vaccines?,11,COMPLETE,
What Did You Expect From The Vaccines?,The Vaccines/Live/2010 - Marc Riley Show,Marc Riley Show,11,MISSING_TRACKS,
What Did You Expect From The Vaccines?,The Vaccines/Live/2011 - An evening with the vaccines,What Did You Expect From The Vaccines?,4,MISSING_TRACKS,
What It Takes: The Chess Years,Koko Taylor/Album/1997 - All Blues - Koko Taylor,What It Takes: The Chess Years,17,MISSING_TRACKS,
What It Takes: The Chess Years,Walter Horton/Album/2010 - Big Walter Horton - Rarities Compilation,Rarities Compilation,23,EXTRA_TRACKS,
When The Purple Emperor Spreads His Wings,The Wave Pictures/Album/2022 - When The Purple Emperor Spreads His Wings,When The Purple Emperor Spreads His Wings,20,COMPLETE,
When The Purple Emperor Spreads His Wings,The Wave Pictures/EP/2021 - When The Purple Emperor Spreads His Wings_ Autumn,When The Purple Emperor Spreads His Wings,5,MISSING_TRACKS,
When The Purple Emperor Spreads His Wings,The Wave Pictures/EP/2022 - French Cricket (EP),French Cricket,5,MISSING_TRACKS,
When The Purple Emperor Spreads His Wings,The Wave Pictures/EP/2022 - When The Purple Emperor Spreads His Wings_ Winter,When The Purple Emperor Spreads His Wings,5,MISSING_TRACKS,
When Will We Surrender,Hundredth/Album/2010 - When Will We Surrender,When Will We Surrender,13,COMPLETE,
When Will We Surrender,Hundredth/EP/2008 - Dusk (EP),Dusk,4,MISSING_TRACKS,
When You Walk Away,Fur (UK)/Album/2020 - Facing Home Mixtape,Facing Home Mixtape,7,MISSING_TRACKS,
When You Walk Away,Fur (UK)/Album/2021 - When You Walk Away,When You Walk Away,11,COMPLETE,
Where Have You Been?,Reel Big Fish/EP/2002 - Where Have You Been (EP),Where Have You Been? (EP),2,MISSING_TRACKS,
Where Have You Been?,Reel Big Fish/EP/2002 - Where Have You Been (EP) (AU ED),Where Have You Been?,3,COMPLETE,
Whore,Lisa Dalbello/Album/1996 - Dalbello - O Lil' Boy CDM,O Lil' Boy,3,MISSING_TRACKS,
Whore,Lisa Dalbello/Album/1996 - Dalbello - Whore,Whore,10,COMPLETE,
"Wild, Raw and Live",Rash Panzer/EP/1988 - Rock'n Roll Street (EP),Rock N' Roll Street,4,MISSING_TRACKS,
"Wild, Raw and Live","Rash Panzer/Live/1992 - Wild, Raw & Live","Wild, Raw and Live",12,COMPLETE,
Wish You Were Here,Pink Floyd/Compilation/2007 - Oh By The Way [50999 511267 2 8]/CD 10 - Wish You Were Here,Oh by the Way,5,MISSING_TRACKS,
Wish You Were Here,Pink Floyd/Compilation/2011 - Discovery [TOCP-71147~62]/CD 10 - Wish You Were Here,Discovery,5,MISSING_TRACKS,
Wish You Were Here,"Pink Floyd/Remastered/1975 - Wish You Were Here [1994, CDP 7243 8 29750 2 1]",Wish You Were Here,5,COMPLETE,
Writing the Future in Letters of Fire,SIANspheric/Album/2016 - Writing The Future In Letters Of Fire,Writing the Future in Letters of Fire,12,COMPLETE,
Writing the Future in Letters of Fire,SIANspheric/Compilation/2020 - Others Vol. 2,Others Vol. 2,12,MISSING_TRACKS,
You Ain't Heard Nothin' Yet (Jolie's Finest Columbia Recordings),"Al Jolson/Album/2001 - JOLSON, Al_ Al Jolson, Vol. 1 (1911-1914)","JOLSON, Al: Al Jolson, Vol. 1 (1911-1914)",19,MISSING_TRACKS,
You Ain't Heard Nothin' Yet (Jolie's Finest Columbia Recordings),Al Jolson/Album/2012 - Snap Your Fingers (1913 - 1916),You Ain't Heard Nothin' Yet (Jolie's Finest Columbia Recordings),12,MISSING_TRACKS,
You Can't Have It All / Stick It Out,Chrome Molly/Album/1987 - Stick It Out,You Can't Have It All / Stick It Out,9,MISSING_TRACKS,
You Can't Have It All / Stick It Out,Chrome Molly/Compilation/2010 - You Can't Have It All - Stick It Out (Compilation),You Can't Have It All / Stick It Out,19,COMPLETE,
You Can't Have It All / Stick It Out,Chrome Molly/EP/1984 - You Said (12'' EP),You Said / When The Lights Go Down / One At A Time,3,MISSING_TRACKS,
You Know What to Do,The Shivas/Album/2014 - You Know What to Do,You Know What to Do,13,COMPLETE,
You Know What to Do,The Shivas/EP/2014 - You Make Me Wanna Die (EP),You Make Me Wanna Die,3,MISSING_TRACKS,
You Make Me Float (Remixes),Nora En Pure/Album/2011 - You Make Me Float [WEB] (Enormous Tunes),You Make Me Float,2,MISSING_TRACKS,
You Make Me Float (Remixes),Nora En Pure/Album/2012 - You Make Me Float (Remixes) [WEB] (Enormous Tunes),You Make Me Float (Remixes),4,MISSING_TRACKS,
Your Enemy's Balls,Smell & Quim/Album/1993 - Nativity Colostomy (Anus Horriblis),Nativity Colostomy (Anus Horriblis),5,MISSING_TRACKS,
Your Enemy's Balls,Smell & Quim/Album/1994 - Your Enemy's Balls,Your Enemy's Balls,8,COMPLETE,
Your Guide to Revolution,Mary Ocher/Album/2023 - Power And Exclusion From Power,Power And Exclusion From Power,4,MISSING_TRACKS,
Your Guide to Revolution,Mary Ocher/Album/2024 - Your Guide To Revolution,Your Guide to Revolution,13,MISSING_TRACKS,
Zwei,Purwien/Album/2017 - Du (Purwien & Kowa),Du,7,MISSING_TRACKS,
Zwei,Purwien/Album/2017 - Zwei (Purwien & Kowa),Zwei,14,COMPLETE,
Zwei,Purwien/Album/2022 - Bandit (Purwien & Kowa),Bandit EP,7,MISSING_TRACKS,
アイデンティティー,Ghostnote/Album/2006 - Subarashiki Sekai,素晴らしき世界,8,MISSING_TRACKS,
アイデンティティー,Ghostnote/Album/2009 - Identity,アイデンティティー,12,COMPLETE,
アナーキー,Anarchy/Album/1980 - アナーキー,アナーキー,13,MISSING_TRACKS,
アナーキー,Anarchy/Compilation/1989 - 亜無亜危異 vol.1,アナーキー,18,EXTRA_TRACKS,
アナーキー,Anarchy/Compilation/1997 - The Last Of 亜無亜危異,The Last Of 亜無亜危異,17,EXTRA_TRACKS,
ちゃたのわ,my sound life/Album/2006 - crystal,crystal,7,MISSING_TRACKS,
ちゃたのわ,my sound life/Album/2007 - fundamental,fundamental,7,MISSING_TRACKS,
ちゃたのわ,my sound life/Album/2007 - rainbow,rainbow,15,MISSING_TRACKS,
伝説の夜を君と,a flood of circle/Album/2021 - 伝説の夜を君と,伝説の夜を君と,13,COMPLETE,
伝説の夜を君と,ircle/Album/2013 - さよならリリー,さよならリリー,7,MISSING_TRACKS,
君と見た月をさがして,Aquarifa/Album/2015 - Manii No Himitsu,マーニの秘密,6,MISSING_TRACKS,
君と見た月をさがして,Aquarifa/Album/2020 - Kimi To Mita Tuki Wo Sagashite,君と見た月をさがして,11,COMPLETE,
歩いていこう,Jun Sky Walkers/Album/1989 - 歩いていこう,歩いていこう,14,COMPLETE,
歩いていこう,Jun Sky Walkers/Album/2018 - 白いクリスマス 2018,歩いていこう,5,MISSING_TRACKS,
歩いていこう,Jun Sky Walkers/Live/2019 - ALL TIME BEST~全部このままで~1988-2018＠中野サンプラザ,All Time Best [全部このままで] 1988-2018,25,EXTRA_TRACKS,
街の14景,The Band Apart/Album/2013 - Machi No 14Kei,街の14景,14,COMPLETE,
街の14景,The Band Apart/Live/2014 - 510x283,510x283,12,MISSING_TRACKS,
